155699205	155561126	1	
155699205	142536423	0	
155699205	144800998	0	
155699205	98843385	0	
155699205	189014848	0	
155699205	181349496	0	
155699205	178457884	0	
155699205	192479134	0	
155699205	165010175	0	
155699205	152245407	0	
155699205	188070252	0	
155699205	196173262	0	
155699205	196708276	0	
155699205	186797621	0	
155699205	182610306	0	
155699205	183015246	0	
155699205	191745013	0	
155699205	137431252	0	
155699205	129526562	0	
155699205	183534781	0	
155699205	182444866	0	
155699205	159873083	0	
155699205	147420260	0	
155699205	185751161	0	
155699205	185679667	0	
155699205	150920181	0	
155699205	201242357	0	
155699205	180629126	0	
155699205	120603345	0	
155699205	111457845	0	
155699205	161192617	0	
155699205	114613001	0	
155699205	175158417	0	
155699205	187080885	0	
155699205	173720191	0	
155699205	178870847	0	
155699205	144324657	0	
155699205	189255165	0	
155699205	191911486	0	
155699205	185411217	0	
155699205	185025140	0	
155699205	147029804	0	
155699205	146255030	0	
155699205	153507132	0	
155699205	113775558	0	
155699205	187634147	0	
155699205	134052731	0	
155699205	120808554	0	
155699205	130423616	0	
155699205	164176461	0	
155699205	132452760	0	
155699205	195536273	0	
155699205	188369139	0	
155699205	196153418	0	
155699205	165224311	0	
155699205	198716826	0	
155699205	195303229	0	
155699205	185169973	0	
155699205	191911570	0	
155699205	167877893	0	
155699205	133201842	0	
155699205	172497907	0	
155699205	171289109	0	
155699205	191006629	0	
155699205	189284630	0	
155699205	182610011	0	
155699205	172609939	0	
155699205	162792950	0	
155699205	195568979	0	
155699205	184384861	0	
155699205	192786887	0	
155699205	173028998	0	
155699205	102186707	0	
155699205	188737067	0	
155699205	132063060	0	
155699205	193037366	0	
155699205	174218865	0	
155699205	158808162	0	
155699205	145417179	0	
155699205	91292245	0	
155699205	200896679	0	
155699205	188731823	0	
155699205	144821453	0	
155699205	143898012	0	
155699205	116839566	0	
155699205	183311343	0	
155699205	113044168	0	
155699205	168649123	0	
155699205	136900772	0	
155699205	182253944	0	
155699205	144511489	0	
155699205	195462834	0	
155699205	175793587	0	
155699205	156254771	0	
155699205	197627763	0	
155699205	160387012	0	
155699205	200498202	0	
155699205	158440531	0	
155699205	58592030	0	
155699205	167288591	0	
183736326	174917018	1	
183736326	192617437	0	
183736326	193889313	0	
183736326	185293065	0	
183736326	112019462	0	
183736326	192512916	0	
183736326	180749398	0	
183736326	175717410	0	
183736326	193064179	0	
183736326	130974143	0	
183736326	176320174	0	
183736326	114442965	0	
183736326	156261470	0	
183736326	160116710	0	
183736326	195833967	0	
183736326	185974049	0	
183736326	195543017	0	
183736326	201640193	0	
183736326	183618353	0	
183736326	175599061	0	
183736326	177067438	0	
183736326	176714644	0	
183736326	119302755	0	
183736326	182257398	0	
183736326	180221748	0	
183736326	194144661	0	
183736326	176941580	0	
183736326	167809022	0	
183736326	161811335	0	
183736326	146335697	0	
183736326	127207686	0	
183736326	75444191	0	
183736326	169467729	0	
183736326	176842843	0	
183736326	140504925	0	
183736326	194291337	0	
183736326	127603371	0	
183736326	196272646	0	
183736326	141747098	0	
183736326	181437723	0	
183736326	185915926	0	
183736326	187554152	0	
183736326	194482976	0	
183736326	128200851	0	
183736326	196593795	0	
183736326	174878410	0	
183736326	188348797	0	
183736326	195507276	0	
183736326	185238219	0	
183736326	118203635	0	
183736326	187457165	0	
183736326	183816715	0	
183736326	148073986	0	
183736326	188445403	0	
183736326	176456914	0	
