0 0 157616693 1
0 0 140957482 0
0 0 184403634 0
0 0 185925042 0
0 0 191083179 0
0 0 200382467 0
0 0 189593257 0
0 0 178543162 0
0 0 78073804 0
0 0 16074819 0
0 0 180613342 0
0 0 137032394 0
0 0 156211436 0
0 0 196536255 0
0 0 175016932 0
0 0 191434738 0
0 0 196840205 0
0 0 178376658 0
0 0 153481061 0
0 0 170560509 0
0 0 92444931 0
0 0 141253325 0
0 0 191049739 0
0 0 177170591 0
0 0 180520067 0
0 0 188682397 0
0 0 156320556 0
0 0 185905588 0
0 0 147376124 0
0 0 194810387 0
0 0 168324071 0
0 0 176576504 0
0 0 172023951 0
0 0 188031320 0
0 0 176050256 0
0 0 192222290 0
0 0 189793538 0
0 0 186738131 0
0 0 181989101 0
0 0 146413151 0
0 0 136479739 0
0 0 192970041 0
0 0 174193990 0
0 0 186256011 0
0 0 189697178 0
0 0 149533335 0
0 0 194689928 0
0 0 78879882 0
0 0 159754996 0
0 0 161136619 0
0 0 137778303 0
0 0 199833618 0
0 0 185766949 0
0 0 177115624 0
0 0 191224360 0
0 0 171397204 0
0 0 149243321 0
0 0 155211694 0
0 0 188401893 0
0 0 195004421 0
0 0 169219126 0
0 0 161636044 0
0 0 170145121 0
0 0 185181184 0
0 0 187796714 0
0 0 195507696 0
0 0 189765536 0
0 0 197051319 0
0 0 172884595 0
0 0 192391764 0
0 0 195293406 0
0 0 141825487 0
0 0 196569117 0
0 0 195225965 0
0 0 177355915 0
0 0 194822330 0
0 0 159128708 0
0 0 189588564 0
0 0 142992919 0
0 0 196347252 0
0 0 194791452 0
0 0 184964914 0
0 0 57269364 0
0 0 134368017 0
0 0 154297520 0
0 0 189893783 0
0 0 160989428 0
0 0 172603554 0
0 0 156991570 0
0 0 60790092 0
0 0 193027307 0
0 0 196546637 0
0 0 156725904 0
0 0 169240848 0
0 0 197108691 0
0 0 140206019 0
0 0 178898080 0
0 0 156857406 0
0 0 101313763 0
0 0 178141183 0
1 0 181818139 1
1 0 192777640 0
1 0 195894939 0
1 0 169773538 0
1 0 151504055 0
1 0 182931201 0
1 0 23298614 0
1 0 201335893 0
1 0 199618470 0
1 0 195298652 0
1 0 196074632 0
1 0 183404284 0
1 0 136383899 0
1 0 196371334 0
1 0 155965550 0
1 0 107646815 0
1 0 182470061 0
1 0 171694909 0
1 0 195538864 0
1 0 195484957 0
1 0 53490152 0
1 0 194358793 0
1 0 169351919 0
1 0 153747678 0
1 0 186976255 0
1 0 172418155 0
1 0 137781665 0
1 0 159286299 0
1 0 171520744 0
1 0 170464611 0
1 0 192040778 0
1 0 194939880 0
1 0 132197274 0
1 0 160708909 0
1 0 158607543 0
1 0 188717638 0
1 0 190235235 0
1 0 181901684 0
1 0 181993437 0
1 0 181537876 0
1 0 121857222 0
1 0 199745373 0
1 0 186629904 0
1 0 197109183 0
1 0 92651291 0
1 0 183934934 0
1 0 154116548 0
1 0 175920742 0
1 0 191245924 0
1 0 191201387 0
1 0 147107227 0
1 0 189950393 0
1 0 135929161 0
1 0 151009561 0
1 0 90232588 0
1 0 111471448 0
1 0 185028486 0
1 0 184862233 0
1 0 117576567 0
1 0 168179940 0
1 0 188583555 0
1 0 173381727 0
1 0 186154740 0
1 0 178460824 0
1 0 130536138 0
1 0 169243252 0
1 0 184708566 0
1 0 132443164 0
1 0 132811343 0
1 0 147975329 0
1 0 174727319 0
1 0 49487127 0
1 0 154960861 0
1 0 192960228 0
1 0 173888489 0
1 0 13539096 0
1 0 192818409 0
1 0 181158061 0
1 0 171520674 0
1 0 177304182 0
1 0 188113399 0
1 0 172435264 0
1 0 142404508 0
1 0 126843410 0
1 0 184176821 0
1 0 186632539 0
1 0 183959245 0
1 0 171532970 0
1 0 156451847 0
1 0 116487629 0
1 0 191631216 0
1 0 174484228 0
1 0 158803030 0
1 0 181615904 0
1 0 175145223 0
1 0 194621661 0
1 0 183999693 0
1 0 136413593 0
1 0 188782350 0
1 0 183898577 0
2 0 193392397 1
2 0 169902128 0
2 0 193021688 0
2 0 124813865 0
2 0 184366079 0
2 0 192909844 0
2 0 178236454 0
2 0 168221007 0
2 0 192994125 0
2 0 200261752 0
2 0 160141865 0
2 0 153578726 0
2 0 182260204 0
2 0 162018460 0
2 0 172861085 0
2 0 133474338 0
2 0 167701944 0
2 0 185059252 0
2 0 177316828 0
2 0 158777748 0
2 0 173236882 0
2 0 150274197 0
2 0 191674930 0
2 0 194679833 0
2 0 196974937 0
2 0 186023411 0
2 0 157180741 0
2 0 192953156 0
2 0 153558688 0
2 0 181161377 0
2 0 160825042 0
2 0 195236638 0
2 0 195922163 0
2 0 22873552 0
2 0 166190650 0
2 0 179687667 0
2 0 200382467 0
2 0 145606427 0
2 0 160424406 0
2 0 166247971 0
2 0 191699209 0
2 0 180618118 0
2 0 180555934 0
2 0 195486702 0
2 0 173337374 0
2 0 176673381 0
2 0 170426701 0
2 0 191083179 0
2 0 50884981 0
2 0 123005289 0
2 0 150094286 0
2 0 157983677 0
2 0 173237330 0
2 0 186844688 0
2 0 177110336 0
2 0 180795430 0
2 0 170581293 0
2 0 127379154 0
2 0 192037519 0
2 0 185767772 0
2 0 186444444 0
2 0 133309911 0
2 0 136152481 0
2 0 110489205 0
2 0 176777773 0
2 0 139479783 0
2 0 198641329 0
2 0 148353785 0
2 0 182595403 0
2 0 125098215 0
2 0 184278631 0
2 0 190825049 0
2 0 177865881 0
2 0 194421686 0
2 0 167199990 0
2 0 151995460 0
2 0 175711602 0
2 0 162806809 0
2 0 184517288 0
2 0 165269211 0
2 0 174993578 0
2 0 188611382 0
